nconst,averageRating,primaryName,coefficients,count,predictRating
nm0000190,6.467441860465117,Matthew McConaughey,-0.1029614781415275,43,6.467465804994916
nm0000191,6.596226415094343,Ewan McGregor,-0.13456806616791886,53,6.596251805295502
nm0000192,5.2,Alyssa Milano,-0.3994489412765536,7,5.200570641344688
nm0000193,5.98888888888889,Demi Moore,-0.246605090455882,27,5.988980224107577
nm0000194,6.48103448275862,Julianne Moore,0.05088741983800272,58,6.481025709065544
nm0000195,6.513793103448276,Bill Murray,0.21875778898520862,29,6.513717669727937
nm0000196,6.2266666666666675,Mike Myers,0.533830104623386,15,6.226310779930249
nm0000197,6.612500000000001,Jack Nicholson,0.19801837548451842,16,6.612376238515324
nm0000198,6.434782608695652,Gary Oldman,0.027553488665606186,46,6.4347766188068105
nm0000199,6.520000000000002,Al Pacino,0.1816296401665506,35,6.519948105817094
nm0000200,6.321875,Bill Paxton,0.3741061468204751,32,6.321758091829119
nm0000201,6.448387096774191,Michelle Pfeiffer,-0.006153654638781302,31,6.448389081824076
nm0000202,6.054545454545454,Ryan Phillippe,0.1279074005581747,22,6.054487314817928
nm0000203,6.5,River Phoenix,0.2777544357217651,5,6.499444491128557
nm0000204,6.550000000000001,Natalie Portman,0.057959216534157414,34,6.549982953171601
nm0000205,6.136,Parker Posey,0.0062463254059294425,25,6.13599750146984
nm0000206,6.348888888888888,Keanu Reeves,0.04585612198113571,45,6.3488786986395604
nm0000207,5.992857142857142,Christina Ricci,-0.2638918816963841,28,5.9929513899577485
nm0000208,5.1499999999999995,Molly Ringwald,-0.42950446655741314,6,5.150715840777585
nm0000209,6.81851851851852,Tim Robbins,0.2836384686074485,27,6.818413467233849
nm0000210,6.387499999999998,Julia Roberts,-0.12620630803265057,40,6.387531551577007
nm0000211,5.735714285714287,Mimi Rogers,-0.31056052054162103,14,5.735936114657529
nm0000212,6.075,Meg Ryan,-0.11416400926811794,24,6.0750475683371965
nm0000213,6.320689655172414,Winona Ryder,-0.062448124280427945,29,6.320711189008369
nm0000215,6.371428571428571,Susan Sarandon,0.1495127346459901,42,6.371392973158415
nm0000216,6.033333333333334,Arnold Schwarzenegger,-0.18433900478739962,21,6.0334211138118015
nm0000217,7.705263157894737,Martin Scorsese,1.566481865926402,19,7.704438693754786
nm0000218,6.618421052631579,Kristin Scott Thomas,0.07505594609566085,38,6.618401301066818
nm0000219,4.425000000000002,Steven Seagal,-0.9875470785018945,32,4.425308608462028
nm0000221,5.388461538461538,Charlie Sheen,-0.10450958491958855,26,5.38850173445576
nm0000222,5.533333333333334,Brooke Shields,-0.09607967088090642,6,5.533493466118133
nm0000223,6.095833333333332,Elisabeth Shue,-0.19944717328695816,24,6.095916436322203
nm0000224,5.5133333333333345,Alicia Silverstone,-0.234452505877508,15,5.513489635003915
nm0000225,5.4851063829787226,Christian Slater,-0.2096901261944665,47,5.485150997899189
nm0000226,6.571428571428572,Will Smith,0.11846612547428638,28,6.571386262098043
nm0000227,5.818518518518517,Mira Sorvino,-0.23137212177103342,27,5.818604211896952
nm0000228,6.744736842105263,Kevin Spacey,0.3784594779420423,38,6.744637247505804
nm0000229,7.3549999999999995,Steven Spielberg,0.9326266787928065,20,7.354533686660604
nm0000230,5.803125,Sylvester Stallone,-0.001607217298552535,32,5.803125502255404
nm0000231,6.771428571428571,Oliver Stone,0.6101676218524347,14,6.7709927374129615
nm0000232,5.755882352941176,Sharon Stone,-0.6988855178043961,34,5.756087907505237
nm0000233,7.588235294117647,Quentin Tarantino,1.9617093377072454,17,7.587081347448395
nm0000234,6.542857142857142,Charlize Theron,-0.09790635161741891,42,6.542880453893244
nm0000235,6.042424242424242,Uma Thurman,-0.1632977271310677,33,6.04247372658398
nm0000236,6.178571428571429,Jennifer Tilly,0.15509227411842832,14,6.178460648375631
nm0000237,5.7976190476190474,John Travolta,-0.2949888552518642,42,5.797689283060775
nm0000239,6.394736842105263,Liv Tyler,0.044476500954129555,19,6.394713433420551
nm0000240,5.736363636363635,Skeet Ulrich,-0.16387553452084141,11,5.736512614122293
nm0000241,5.4225,Jean-Claude Van Damme,-0.1192694941739096,40,5.422529817373548
nm0000242,6.444444444444443,Mark Wahlberg,-0.0022327025730337056,45,6.444444940600574
nm0000243,6.902439024390244,Denzel Washington,0.3968595658402184,41,6.9023422293741845
nm0000244,6.442424242424244,Sigourney Weaver,0.07951214806866608,33,6.442400147833918
nm0000245,6.4,Robin Williams,-0.016625780195708383,38,6.400004375205316
nm0000246,5.829166666666669,Bruce Willis,-0.04190264516801874,72,5.829172486478497
nm0000247,6.425,John Woo,0.1699458875399529,16,6.424893783820287
nm0000249,6.345454545454545,James Woods,0.35937981576985256,22,6.345291190992831
nm0000250,6.409999999999999,Renée Zellweger,0.12115784785043315,30,6.409959614050718
nm0000254,6.3428571428571425,Isabelle Adjani,0.36067694810947104,7,6.342341890074128
nm0000255,6.309999999999999,Ben Affleck,-0.08367911264214262,40,6.31002091977816
nm0000257,6.330000000000001,Alan Alda,-0.010334541832523322,10,6.330010334541832
nm0000260,6.9833333333333325,Joan Allen,0.2644124245286001,18,6.9831864375419315
nm0000261,6.200000000000001,Karen Allen,-0.1652952462565944,5,6.2003305904925154
nm0000263,5.328571428571429,Kirstie Alley,-0.85942359423899,7,5.3297991765631965
nm0000264,7.215384615384614,Pedro Almodóvar,0.6045697194797577,13,7.214919561754288
nm0000265,6.463636363636365,Robert Altman,0.19355345104797278,11,6.463460405953589
nm0000267,6.416666666666667,Julie Andrews,0.6560952007685031,6,6.415573174665387
nm0000268,6.257142857142858,Ann-Margret,0.062350199435469364,7,6.257053785429382
nm0000269,7.000000000000001,Jean-Jacques Annaud,1.0402014233284502,6,6.998266330961125
nm0000270,5.9875,Gabrielle Anwar,0.19710129905076093,8,5.98725362337619
nm0000271,6.122222222222224,Anne Archer,0.1375955978246743,9,6.122069338224637
nm0000272,6.682352941176471,Fanny Ardant,0.26426199503933767,17,6.682197492944094
nm0000273,6.566666666666667,Alan Arkin,-0.10482463657971676,21,6.566716583160275
nm0000274,5.792307692307693,David Arquette,0.08394219623046392,26,5.792275406847619
nm0000275,5.892307692307693,Rosanna Arquette,0.028014470535146073,13,5.892286142714985
nm0000276,5.611111111111111,Sean Astin,-0.16381167539829797,27,5.611171782102006
nm0000277,6.857142857142857,Richard Attenborough,0.5210661542811652,7,6.856398476922451
nm0000278,6.4692307692307685,Pernilla August,-0.14538894472551836,13,6.469342606880578
nm0000279,6.2250000000000005,Hank Azaria,-0.153502538739782,12,6.2251279187822846
nm0000282,5.433333333333334,Scott Bairstow,-0.45950176959981837,3,5.434865005898661
nm0000284,5.2,Adam Baldwin,-1.0321839493844263,6,5.201720306582301
nm0000285,6.095744680851065,Alec Baldwin,-0.15785358451557363,47,6.09577826672011
nm0000286,5.163157894736844,Stephen Baldwin,-0.5848083662856832,19,5.163465688613836
nm0000287,5.59090909090909,William Baldwin,-0.5535978406060728,11,5.591412361673282
nm0000288,7.033333333333335,Christian Bale,0.07320839262984989,36,7.033312997668715
nm0000289,5.776470588235295,Ellen Barkin,-0.37322347353328744,17,5.776690131455016
nm0000291,6.16521739130435,Angela Bassett,-0.3233467790458796,23,6.165357976860456
nm0000293,6.258064516129033,Sean Bean,0.017797540347118175,31,6.258058774986983
nm0000295,6.226470588235294,Kate Beckinsale,-0.26216196510167133,34,6.226547694695616
nm0000297,5.721739130434783,Tom Berenger,-0.15643859198178045,23,5.721807147213907
nm0000298,5.9799999999999995,Candice Bergen,-0.18310009531555912,5,5.98036620019063
nm0000299,5.044444444444444,Michael Biehn,-0.5896690084883337,18,5.0447720383380465
nm0000300,6.479545454545454,Juliette Binoche,-0.1050487477702424,44,6.479569329260858
nm0000301,6.0076923076923086,Thora Birch,-0.3642260787437844,13,6.007972481599061
nm0000302,5.512500000000001,Jacqueline Bisset,-0.81043432099269,8,5.5135130429012404
nm0000306,5.9,Brian Blessed,-0.2130667183967606,5,5.900426133436793
nm0000307,6.789655172413793,Helena Bonham Carter,0.07277320919983178,29,6.789630078203723
nm0000310,4.65,Bruce Boxleitner,-0.8355873738925265,4,4.652088968434737
nm0000312,6.4375,Amy Brenneman,0.2241039356839783,8,6.437219870080396
nm0000313,6.664864864864863,Jeff Bridges,0.10686485018865541,37,6.664835982472925
nm0000316,6.0600000000000005,Mel Brooks,-0.07893351737865689,5,6.0601578670347624
nm0000317,6.1,Clancy Brown,-0.3955126742951524,15,6.100263675116193
nm0000318,6.918750000000001,Tim Burton,0.8570867722652443,16,6.918214320767331
nm0000319,5.16,Yancy Butler,0.2904301792052758,5,5.159419139641587
nm0000321,6.102702702702703,Gabriel Byrne,-0.14349233297212782,37,6.102741484414316
nm0000322,6.504545454545456,Emmanuelle Béart,0.13718292581993255,22,6.504483098670082
nm0000323,6.5625,Michael Caine,0.049130798505414804,40,6.562487717300373
nm0000325,5.8999999999999995,David Caruso,-0.1711348973591169,7,5.900244478424797
nm0000326,5.42,Kim Cattrall,-0.4093650971130663,10,5.4204093650971235
nm0000327,5.022222222222222,Lacey Chabert,-0.3828238552793701,9,5.02264758206142
nm0000329,6.180851063829785,Jackie Chan,0.08942242699537516,47,6.180832037781489
nm0000330,6.1499999999999995,Stockard Channing,-0.073564560861357,12,6.150061303800719
nm0000331,5.48,Chevy Chase,0.0066896508261672675,10,5.479993310349175
nm0000332,6.692000000000002,Don Cheadle,0.1873390980010339,25,6.691925064360801
nm0000333,6.3500000000000005,Cher,0.21888615183211524,6,6.349635189746945
nm0000334,6.044000000000002,Chow Yun-Fat,-0.1777119803490006,25,6.044071084792139
nm0000335,6.516666666666666,Glenn Close,0.20793783800823953,30,6.516597354053997
nm0000336,5.685714285714286,James Coburn,-0.003820923887089419,7,5.685719744176981
nm0000337,5.468181818181818,Rachael Leigh Cook,-0.08873383054778315,22,5.4682221517411564
nm0000338,6.542857142857143,Francis Ford Coppola,0.5558731689071787,7,6.542063038330132
nm0000342,6.707142857142857,James Cromwell,0.5948525617005387,14,6.706717962455921
nm0000343,6.45,David Cronenberg,0.5908238929984602,12,6.449507646755837
nm0000344,5.18,Denise Crosby,-1.1520068625550524,5,5.182304013725101
nm0000345,6.271428571428571,Billy Crystal,0.2747173283886247,14,6.271232344765434
nm0000346,6.136363636363637,Macaulay Culkin,0.1088634563664479,11,6.13626466958512
nm0000347,5.963636363636363,Tim Curry,0.28408081612312264,11,5.96337810834898
nm0000349,6.123076923076923,Joan Cusack,-0.31191698559255177,26,6.1231968911483
nm0000350,5.916666666666667,Beverly D'Angelo,-0.8098035948872608,6,5.918016339324809
nm0000352,6.164864864864863,Vincent D'Onofrio,-0.18457584795019086,37,6.164914750229175
nm0000353,6.291666666666665,Willem Dafoe,-0.09306391888603018,60,6.291682177319817
nm0000354,6.934090909090911,Matt Damon,0.28149629460988085,44,6.934026932660316
nm0000357,5.9799999999999995,Lolita Davidovich,-0.20349503945063802,10,5.980203495039455
nm0000358,7.245454545454544,Daniel Day-Lewis,0.0959260433757064,11,7.245367339960565
nm0000360,5.6499999999999995,Rebecca De Mornay,0.09476142253183549,8,5.649881548221835
nm0000361,6.000000000000001,Brian De Palma,0.005951229006485198,11,5.999994589791814
nm0000362,6.090322580645163,Danny DeVito,-0.18554657028167704,31,6.090382434377512
nm0000363,6.380000000000001,Loren Dean,-0.1995096703297173,5,6.380399019340659
nm0000365,6.558823529411766,Julie Delpy,0.13269441337439053,17,6.558745473874479
nm0000366,6.533333333333333,Catherine Deneuve,-0.09335799546075815,30,6.533364452665155
nm0000367,6.2,Gérard Depardieu,-0.2519129415191317,60,6.20004198549025
nm0000368,6.657692307692307,Laura Dern,0.18701017812233747,26,6.657620380700721
nm0000369,6.24074074074074,Matt Dillon,-0.1383609511854541,27,6.240791985537476
nm0000371,5.040000000000001,Ami Dolenz,0.08338668899797703,5,5.039833226622008
nm0000374,5.217647058823529,Brad Dourif,-0.8243709826988542,17,5.218131982930988
nm0000375,6.878947368421054,Robert Downey Jr.,0.15836818183266801,38,6.8789056925837295
nm0000376,4.566666666666666,Fran Drescher,-1.9337823238882796,3,4.573112607746289
nm0000377,6.021052631578947,Richard Dreyfuss,-0.1965791700071228,19,6.021156094300001
nm0000378,6.063157894736843,Minnie Driver,-0.15135046094530286,19,6.063237552874182
nm0000379,6.347058823529414,Kirsten Dunst,0.05541634832399051,34,6.347042524603431
nm0000380,6.472413793103447,Robert Duvall,0.07918756601881528,29,6.4723864870462
nm0000381,6.08888888888889,Anthony Edwards,-0.046678610722847534,9,6.088940754011913
nm0000382,6.650000000000001,Atom Egoyan,0.6609232750908013,12,6.649449230604097
nm0000383,6.028571428571429,Jennifer Ehle,-0.09332339238766692,14,6.028638088137423
nm0000385,6.342857142857143,Sam Elliott,0.13935948140830418,14,6.342757600370424
nm0000386,6.114285714285715,Roland Emmerich,0.1672751383524691,14,6.114166232044034
nm0000387,4.882352941176471,Robert Englund,-0.6215961753834721,17,4.882718585985508
nm0000388,5.88,R. Lee Ermey,-0.6251963540802561,5,5.881250392708157
nm0000389,6.346153846153846,Emilio Estevez,0.18179995940226523,13,6.346014000031261
nm0000391,6.138095238095237,Rupert Everett,0.12536850955624873,21,6.138035538804972
nm0000393,6.216666666666666,Peter Falk,-0.08467770781572713,6,6.216807796179694
nm0000394,6.180000000000001,Chris Farley,0.12055272740147954,5,6.179758894545199
nm0000397,4.38,Corey Feldman,-1.3008350728373523,5,4.38260167014567
nm0000398,6.438461538461539,Sally Field,0.33514773915452123,13,6.438203732508358
nm0000399,7.672727272727272,David Fincher,1.2058714116511853,11,7.671631025989391
nm0000400,6.181818181818181,Linda Fiorentino,-0.05682847455398295,11,6.181869844067777
nm0000401,6.523333333333334,Laurence Fishburne,0.22244218436744323,30,6.5232591859385405
nm0000402,5.833333333333333,Carrie Fisher,-0.13876289507370945,6,5.833564604825121
nm0000403,6.124999999999999,Bridget Fonda,-0.32185324034658086,20,6.12516092662017
nm0000404,6.445454545454544,Jane Fonda,0.13084152778406657,11,6.445335598611104
nm0000407,5.438888888888889,Vivica A. Fox,0.10065263643087569,18,5.4388329707575345
nm0000408,6.083333333333333,Jonathan Frakes,-0.1804712084944352,6,6.083634118680816
nm0000409,5.885714285714286,Brendan Fraser,-0.2622726047108453,35,5.885789220744201
nm0000410,6.1375,Stephen Fry,0.36074096632165314,8,6.1370490737921
nm0000411,5.845833333333334,Edward Furlong,-0.016165213849121972,24,5.845840068839105
nm0000412,6.257575757575757,Andy Garcia,0.20607526399169923,33,6.257513310526064
nm0000413,6.062500000000001,Janeane Garofalo,0.0625373986773513,16,6.062460914125828
nm0000414,6.166666666666667,Teri Garr,0.5056239651944097,3,6.164981253449354
nm0000415,5.749999999999999,Jami Gertz,-0.3198099782880618,6,5.750533016630481
nm0000416,6.959999999999999,Terry Gilliam,0.7855897350434398,10,6.95921441026496
nm0000417,5.655555555555555,Crispin Glover,-0.26245457549373924,18,5.655701363653048
nm0000418,5.953846153846152,Danny Glover,-0.15381178540175525,39,5.953885592765493
nm0000419,6.333333333333334,Jean-Luc Godard,0.16981852520013438,9,6.33314464608311
nm0000420,6.48888888888889,Valeria Golino,0.17057207016027667,18,6.48879412662769
nm0000421,5.644736842105263,Cuba Gooding Jr.,-0.19328008907494673,38,5.644787705286599
nm0000422,6.459090909090907,John Goodman,-0.166827678678025,44,6.459128824472424
nm0000424,6.344000000000001,Hugh Grant,-0.08372801248286751,25,6.344033491204991
nm0000425,6.55,Peter Greenaway,0.2091068557142605,8,6.549738616430359
nm0000427,5.933333333333334,Pam Grier,-0.2378338287343653,6,5.93372972304789
nm0000429,5.994999999999999,Melanie Griffith,0.1636012533633993,20,5.994918199373322
nm0000430,5.344444444444445,Steve Guttenberg,0.3921694987959924,9,5.344008700556894
nm0000431,6.8125,Taylor Hackford,1.0588119352859569,8,6.811176485080893
nm0000432,6.559259259259259,Gene Hackman,0.27099067139777205,27,6.55915889234393
nm0000434,6.528571428571428,Mark Hamill,0.3913514776812458,7,6.528012355031885
nm0000435,5.682608695652173,Daryl Hannah,-0.5012422197641822,23,5.682826627052069
nm0000436,6.811111111111111,Curtis Hanson,0.8319931696276556,9,6.810186674255974
nm0000437,6.550909090909091,Woody Harrelson,0.3029933394029695,55,6.550854001211018
nm0000438,6.565853658536585,Ed Harris,0.2316223642999813,41,6.565797165276998
nm0000439,6.3375,Neil Patrick Harris,0.4106502771380725,8,6.336986687153577
nm0000442,5.55,Rutger Hauer,0.07608885034307929,22,5.549965414158931
nm0000443,5.825,Goldie Hawn,-0.9881883746503287,12,5.825823490312206
nm0000444,5.944444444444445,Glenne Headly,0.413077454900194,9,5.943985469494557
nm0000445,5.880000000000001,Dan Hedaya,-0.23632480356047633,5,5.88047264960712
nm0000446,5.299999999999999,Mariel Hemingway,-0.022070692277373898,7,5.3000315295603935
nm0000448,5.288235294117647,Lance Henriksen,-0.48358389416803405,34,5.288377524674746
nm0000449,4.984615384615385,Natasha Henstridge,-0.3589098114281895,13,4.984891469085724
nm0000450,7.117857142857142,Philip Seymour Hoffman,0.42103922812935435,28,7.117706771704237
nm0000451,6.0625,Gaby Hoffmann,-0.27131655036227736,8,6.062839145687952
nm0000452,5.966666666666666,Lauren Holly,-0.1844875377960325,12,5.966820406281502
nm0000453,6.718750000000001,Ian Holm,0.32224687986040235,16,6.718548595700092
nm0000454,5.765384615384614,Dennis Hopper,-0.057574485625545284,26,5.765406759417563
nm0000456,6.552631578947367,Holly Hunter,0.04264697252594308,19,6.552609133172357
nm0000457,6.426086956521738,John Hurt,-0.0681492181232479,23,6.426116586616577
nm0000458,6.3151515151515145,William Hurt,0.20209994229605538,33,6.31509027274476
nm0000459,6.104347826086957,Timothy Hutton,0.05566691125154942,23,6.104323623082066
nm0000460,6.533333333333333,Jeremy Irons,0.21445954877287393,30,6.533261846817073
nm0000461,5.147368421052631,Michael Ironside,-0.4421345811758149,19,5.147601123463774
nm0000463,5.999999999999999,Famke Janssen,-0.03511197541396433,29,6.000012107577729
nm0000464,7.08,Jim Jarmusch,0.7928913519452345,10,7.079207108648052
nm0000466,7.3571428571428585,Jean-Pierre Jeunet,1.5602750497489306,7,7.354913892786087
nm0000467,5.972727272727272,Don Johnson,-0.10913742106718,11,5.972826488564606
nm0000469,6.5777777777777775,James Earl Jones,0.48912442514094306,9,6.57723430619429
nm0000470,5.0375,Jeffrey Jones,-1.1869510789879858,8,5.038983688848748
nm0000471,6.0,Raul Julia,0.11262128170402977,6,5.999812297863823
nm0000473,5.992307692307691,Diane Keaton,-0.14337487720165473,26,5.992362836491241
nm0000474,6.227586206896552,Michael Keaton,-0.13648936518132634,29,6.227633272194892
nm0000476,5.650000000000001,Sally Kirkland,-0.4305627830377483,6,5.650717604638396
nm0000477,5.611111111111111,Mia Kirshner,-0.4337757181105887,9,5.611593084131229
nm0000480,6.000000000000001,Elias Koteas,0.014248023428329542,19,5.9999925010403015
nm0000481,5.866666666666665,Alice Krige,-0.10282712989196675,9,5.866780919033217
nm0000483,5.282142857142856,Christopher Lambert,-0.5610489321902246,28,5.2823432317614945
nm0000484,5.557142857142858,John Landis,0.005615265105489357,7,5.557134835335562
