tconst,averageRating,numVotes,originalTitle,startYear,predictRating,residuals
tt0419294,7.4,39836,The Three Burials of Melquiades Estrada,2005,5.846094330267873,1.553905669732127
tt0419416,6.5,1922,Abo Ali,2005,6.526691858047298,-0.02669185804729768
tt0419420,7.1,3049,Adam & Paul,2004,6.871409063520051,0.22859093647994833
tt0419422,6.7,1177,Ahla al awkat,2004,6.647333836825465,0.05266616317453554
tt0419449,6.1,2935,Antares,2004,6.220484713931589,-0.12048471393158966
tt0419468,5.4,3252,Baabul,2006,5.359174440110069,0.04082555988993164
tt0419473,6.5,1115,Baheb el cima,2004,7.254862028034089,-0.754862028034089
tt0419482,6.2,1932,El basha telmiz,2004,5.832221652099591,0.3677783479004093
tt0419515,7.0,2006,Chi to hone,2004,7.19834446655761,-0.19834446655760996
tt0419641,6.1,2071,Chromophobia,2005,5.772194882762557,0.32780511723744254
tt0419663,3.9,1388,Cruel World,2005,4.174302584868574,-0.27430258486857406
tt0419677,7.6,51680,Dead Man's Shoes,2004,7.096610421472377,0.5033895785276226
tt0419706,5.2,110848,Doom,2005,5.2517239447289645,-0.051723944728964355
tt0419749,7.0,33892,Find Me Guilty,2006,6.439750559203035,0.5602494407969649
tt0419765,6.2,1564,Gana el bian el taly,2001,6.158228627650446,0.041771372349554525
tt0419773,6.8,1466,Gespenster,2005,7.143658258444975,-0.3436582584449752
tt0419781,8.6,6636,Graves End,2005,6.879564083147748,1.720435916852252
tt0419787,6.4,1749,Hamam fi Amsterdam,1999,6.488968439699084,-0.08896843969908375
tt0419843,6.4,31434,In the Land of Women,2007,5.912622779582848,0.4873772204171525
tt0419881,6.5,2397,Kim Novak badade aldrig i Genesarets sjö,2005,6.057060944581368,0.4429390554186323
tt0419887,7.6,78821,The Kite Runner,2007,6.986687453385921,0.613312546614079
tt0419946,4.7,33323,The Marine,2006,5.930714012899076,-1.2307140128990754
tt0419952,6.6,1336,06/05,2004,6.7452045062169015,-0.14520450621690184
tt0419984,5.1,35671,Mr. Woodcock,2007,6.103078879406191,-1.0030788794061918
tt0419992,7.2,1246,My Brother... Nikhil,2005,6.6618079066756275,0.5381920933243727
tt0420015,6.7,6791,Nine Lives,2005,6.838259045133167,-0.1382590451331671
tt0420076,5.8,3904,Gekijouban Poketto monsutâ Adobansu jenerêshon: Nanayo no negaiboshi Jirâchi,2003,6.086665055474064,-0.28666505547406373
tt0420087,6.7,22486,A Prairie Home Companion,2006,6.448030882186518,0.2519691178134824
tt0420206,7.2,13699,Sommersturm,2004,6.407944431555608,0.7920555684443924
tt0420223,7.5,224071,Stranger Than Fiction,2006,7.135007360453903,0.36499263954609695
tt0420233,7.4,1601,Ta divna Splitska noc,2004,5.861393258932731,1.5386067410672695
tt0420238,6.1,37049,The Tale of Despereaux,2008,6.03206736192372,0.0679326380762797
tt0420251,7.0,19317,Sam gang 2,2004,7.0333191081986195,-0.033319108198619496
tt0420260,7.3,4458,Tonî Takitani,2004,7.379634273899851,-0.07963427389985078
tt0420291,6.9,5449,Keane,2004,7.056390037252089,-0.15639003725208855
tt0420293,6.9,40772,The Stanford Prison Experiment,2015,7.212774870405638,-0.31277487040563745
tt0420294,5.8,69834,The Texas Chainsaw Massacre: The Beginning,2006,4.949299045392487,0.8507009546075128
tt0420304,7.1,2094,Viruddh... Family Comes First,2005,6.094532712060523,1.005467287939477
tt0420318,7.7,4242,Wesele,2004,7.393013368172792,0.30698663182720853
tt0420332,7.8,51128,Veer-Zaara,2004,7.771374015891922,0.028625984108077596
tt0420509,7.2,13816,El aura,2005,6.344281166315969,0.8557188336840316
tt0420555,5.7,6807,Combien tu m'aimes?,2005,5.44143428394722,0.25856571605278056
tt0420609,7.1,16827,Infamous,2006,6.839832912492074,0.2601670875079254
tt0420740,6.0,4861,A Little Trip to Heaven,2005,6.588805121616668,-0.5888051216166676
tt0420757,5.5,7859,Man About Town,2006,5.328620904498721,0.17137909550127883
tt0420901,7.7,11349,Shooting Dogs,2005,7.145466718639749,0.5545332813602508
tt0420982,7.2,6838,Zhmurki,2005,7.154295864924446,0.04570413507555404
tt0421045,5.7,3324,Bickford Shmeckler's Cool Ideas,2006,5.786284494920082,-0.08628449492008183
tt0421054,5.9,65999,Domino,2005,6.438754484722326,-0.5387544847223253
tt0421073,6.8,109906,Street Kings,2008,6.45433992689936,0.34566007310063984
tt0421082,7.7,63413,Control,2007,7.3564093217697515,0.3435906782302487
tt0421090,6.1,2344,Zerophilia,2005,5.479478054338615,0.6205219456613849
tt0421206,6.9,60650,Gridiron Gang,2006,6.309539362588123,0.5904606374118773
tt0421229,7.6,3310,Mrs. Palfrey at the Claremont,2005,7.021839457356368,0.5781605426436318
tt0421238,7.3,51512,The Proposition,2005,7.180648567199329,0.11935143280067084
tt0421239,6.5,116074,Red Eye,2005,6.939945033477163,-0.43994503347716307
tt0421528,6.7,1831,20 centímetros,2005,6.8651282403126315,-0.1651282403126313
tt0421625,7.4,6476,Anlat Istanbul,2005,7.300332614049616,0.09966738595038471
tt0421715,7.8,614519,The Curious Case of Benjamin Button,2008,7.9423764172622295,-0.14237641726222972
tt0421729,4.8,42203,Big Momma's House 2,2006,5.173234968109542,-0.37323496810954193
tt0421974,5.8,4427,Les chevaliers du ciel,2005,5.799171169255522,0.0008288307444779264
tt0421994,6.8,31155,Imagine Me & You,2005,6.509596369254164,0.29040363074583553
tt0422015,7.4,7863,Le couperet,2005,7.056650120549568,0.3433498794504324
tt0422091,6.7,19322,Dhoom,2004,5.039512189189196,1.660487810810804
tt0422093,5.8,14244,Diary of a Mad Black Woman,2005,5.970058768087467,-0.17005876808746745
tt0422133,6.1,2301,Douches froides,2005,6.39770607816088,-0.29770607816088024
tt0422236,5.5,2549,Fida,2004,5.287975612689665,0.21202438731033535
tt0422265,6.2,1794,Fool el seen el azeem,2004,6.407802800455696,-0.20780280045569555
tt0422272,6.1,16203,Frágiles,2005,6.074156521698299,0.02584347830170053
tt0422295,6.4,15652,Fur: An Imaginary Portrait of Diane Arbus,2006,6.553216544461165,-0.15321654446116462
tt0422319,6.1,1097,Ghabi mino fih,2004,6.16764025678636,-0.0676402567863601
tt0422320,8.0,13287,Ghilli,2004,6.592441023096098,1.4075589769039016
tt0422401,5.7,30159,Hatchet,2006,5.660018098973169,0.03998190102683097
tt0422460,5.4,1593,Iki Genç Kiz,2005,5.146414383138895,0.2535856168611055
tt0422491,6.8,1818,L'intrus,2004,6.104183974914575,0.6958160250854251
tt0422528,6.5,5528,Sarah Silverman: Jesus Is Magic,2005,6.556308058883552,-0.05630805888355184
tt0422689,5.2,2019,Madurey,2004,6.461647325491546,-1.2616473254915457
tt0422708,7.1,1517,Mallaki Iskandariya,2005,6.961836958071385,0.13816304192861484
tt0422720,6.5,106125,Marie Antoinette,2006,6.868938323693651,-0.3689383236936514
tt0422774,4.3,20556,Are We Done Yet?,2007,4.78977396914687,-0.4897739691468699
tt0422779,3.7,4207,Murder-Set-Pieces,2004,3.539152894752767,0.1608471052472331
tt0422783,7.3,5723,Music Within,2007,6.128668985555772,1.1713310144442275
tt0422861,5.5,6165,The Oh in Ohio,2006,4.869750639245087,0.6302493607549131
tt0422908,7.2,1482,Pammal K. Sambandam,2002,7.007752627933454,0.19224737206654652
tt0422934,6.5,1369,Peralagan,2004,6.923399574908768,-0.42339957490876756
tt0422950,6.1,2079,Phir Milenge,2004,6.0418522247763935,0.058147775223606146
tt0423034,6.3,1107,Ranpo jigoku,2005,6.369674952112419,-0.06967495211241914
tt0423087,4.3,1856,Rok Sako To Rok Lo,2004,5.167862206717272,-0.8678622067172723
tt0423166,7.7,1104,Shabhaye roshan,2003,7.304743486330582,0.39525651366941794
tt0423169,6.6,11672,Sherrybaby,2006,5.92053272401846,0.6794672759815397
tt0423176,7.1,3224,Shijie,2004,7.052185937708404,0.04781406229159568
tt0423294,6.7,73668,Surf's Up,2007,6.4607981234832295,0.23920187651677072
tt0423310,7.4,3344,The Syrian Bride,2004,6.59210509436945,0.8078949056305502
tt0423382,6.1,3270,Tjenare kungen,2005,6.715204393358274,-0.6152043933582743
tt0423409,6.7,12674,A Cock and Bull Story,2005,6.569841138731401,0.13015886126859932
tt0423470,7.9,3199,Vasoolraja M.B.B.S,2004,7.972283274715879,-0.07228327471587903
tt0423515,2.0,1638,Way of the Vampire,2005,3.0487501678567694,-1.0487501678567694
tt0423866,8.0,53039,Bin-jip,2004,6.971311259565518,1.0286887404344824
tt0423877,5.3,1212,Boudu,2005,5.843478273661738,-0.5434782736617381
tt0423977,7.0,64296,Charlie Bartlett,2007,6.597939343068567,0.40206065693143334
tt0424095,6.6,118853,Flushed Away,2006,6.917495826909527,-0.3174958269095276
tt0424136,7.1,157608,Hard Candy,2005,7.028773607085656,0.07122639291434396
tt0424205,7.7,28730,Joyeux Noël,2005,6.179002843861903,1.5209971561380975
tt0424227,8.1,18953,Lakposhtha parvaz mikonand,2004,7.2070585978777135,0.8929414021222861
tt0424237,6.9,4841,Lila dit ça,2004,7.1697385530272335,-0.26973855302723315
tt0424273,7.5,1020,Meng ying tong nian,2004,7.021433181188801,0.4785668188111991
tt0424297,5.7,1559,NVA,2005,6.02653950552907,-0.32653950552906963
tt0424338,5.6,1954,Palais royal!,2005,5.921387292272496,-0.3213872922724965
tt0424345,7.3,132515,Clerks II,2006,7.3359667549545815,-0.03596675495458168
tt0424430,7.3,3330,"Sekai no chûshin de, ai o sakebu",2004,6.956724183657495,0.3432758163425049
tt0424434,7.7,5316,Shahr-e ziba,2004,7.387926037691388,0.3120739623086122
tt0424769,6.6,1753,Aboud ala el hedoud,1999,6.953177912053882,-0.3531779120538827
tt0424774,3.7,35483,The Adventures of Sharkboy and Lavagirl 3-D,2005,4.692640893102059,-0.9926408931020587
tt0424789,6.6,1920,Allegro,2005,6.860292206994952,-0.2602922069949525
tt0424823,5.3,41740,Balls of Fury,2007,5.2341764844942205,0.06582351550577936
tt0424863,5.3,1519,The Book of Revelation,2006,5.5075454999721645,-0.20754549997216465
tt0424873,2.9,3778,Büyü,2004,6.161166239773887,-3.2611662397738868
tt0424880,7.2,44692,Candy,2006,6.924942964784308,0.275057035215692
tt0424908,6.8,13386,Copying Beethoven,2006,7.1934470611575385,-0.3934470611575387
tt0424938,5.5,5965,Karla,2006,5.9362503876182116,-0.43625038761821155
tt0424958,5.0,1268,Disaster!,2005,5.746043224681941,-0.7460432246819408
tt0424971,6.8,2416,Drabet,2005,7.14179742058171,-0.3417974205817105
tt0424986,7.9,3196,El Nazer,2000,8.026853093664112,-0.12685309366411168
tt0424992,7.2,1980,Emmas Glück,2006,6.503052336879864,0.6969476631201363
tt0424993,5.5,46527,Employee of the Month,2006,4.77057993914793,0.7294200608520702
tt0425027,6.7,4275,Flywheel,2003,6.980031170476902,-0.28003117047690207
tt0425055,5.8,2580,Game 6,2005,6.407704850717618,-0.6077048507176182
tt0425061,6.5,210433,Get Smart,2008,6.146373691357552,0.3536263086424478
tt0425079,7.8,9815,Gönül Yarasi,2005,8.885796740579032,-1.085796740579032
tt0425080,6.2,2360,Güz Sancisi,2009,6.52013016909175,-0.3201301690917502
tt0425094,6.7,1336,Heavens Fall,2006,5.922469397381445,0.7775306026185556
tt0425112,7.8,482425,Hot Fuzz,2007,7.3754938856974235,0.42450611430257634
tt0425123,6.7,102830,Just Like Heaven,2005,6.694657538127188,0.0053424618728126205
tt0425151,6.0,1580,Jimmy and Judy,2006,5.970454355809633,0.029545644190367426
tt0425162,8.2,2948,Kaazhcha,2004,8.052827300750835,0.14717269924916465
tt0425196,6.3,4690,Like Minds,2006,6.001410503252762,0.2985894967472378
tt0425210,7.7,305959,Lucky Number Slevin,2006,6.675510406590723,1.0244895934092773
tt0425235,7.3,2586,Drømmen,2006,7.149227728329857,0.15077227167014318
tt0425236,5.8,1969,Mary,2005,5.403088967196718,0.3969110328032821
tt0425253,5.8,8263,Mini's First Time,2006,5.496506133017068,0.3034938669829321
tt0425308,6.2,4337,Noise,2007,6.18139616882653,0.018603831173470198
tt0425321,7.5,6259,Omaret yakobean,2006,7.587479218904252,-0.08747921890425214
tt0425326,7.0,11581,Outsourced,2006,6.20956102515082,0.79043897484918
tt0425333,8.2,20458,Pardon,2005,7.960032623903284,0.2399673760967156
tt0425379,7.3,14978,Pusher III,2005,6.94096150136042,0.35903849863958026
tt0425395,5.3,4004,Relative Strangers,2006,6.021188038914522,-0.721188038914522
tt0425413,6.6,66663,Run Fatboy Run,2007,6.353663980478723,0.24633601952127648
tt0425426,6.2,4312,Sans Kapiyi Kirinca,2005,6.764000677709152,-0.564000677709152
tt0425430,5.4,39228,The Messengers,2007,5.416509542597241,-0.016509542597241023
tt0425489,7.2,1029,La suerte está echada,2005,6.993964400451937,0.2060355995480636
tt0425598,7.2,9055,Dave Chappelle's Block Party,2005,6.800976422028299,0.3990235779717013
tt0425600,6.2,1484,"Sorry, Haters",2005,7.062693312415807,-0.8626933124158072
tt0425601,7.2,12566,Trailer Park Boys: The Movie,2006,7.295964247325664,-0.09596424732566344
tt0425622,6.9,3401,Vinci,2004,7.053201872255774,-0.15320187225577353
tt0425637,7.4,45103,Chi bi,2008,7.834673270947943,-0.4346732709479424
tt0425661,6.4,2363,Yôkai daisensô,2005,6.650207833148109,-0.25020783314810835
tt0425743,3.4,2474,American Soldiers,2005,5.028231280842245,-1.6282312808422454
tt0425985,6.6,2343,Les filles du botaniste,2006,6.4736182141210445,0.1263817858789551
tt0426037,6.8,1498,De indringer,2005,7.188585298518084,-0.388585298518084
tt0426173,7.1,1231,Pregi,2004,5.8238075810572765,1.2761924189427232
tt0426396,2.5,1406,Alien Abduction,2005,3.7467051498900803,-1.2467051498900803
tt0426459,6.3,30713,Feast,2005,5.785287565674378,0.514712434325622
tt0426462,5.0,2716,Fifty Pills,2006,4.940526841463104,0.059473158536896165
tt0426501,5.5,1697,Johnny Was,2006,5.0980876089224605,0.4019123910775395
tt0426550,2.5,3113,Popstar,2005,4.927533300128676,-2.427533300128676
tt0426578,7.6,27189,Sophie Scholl - Die letzten Tage,2005,7.169312457211265,0.43068754278873467
tt0426592,4.6,66207,Superhero Movie,2008,4.324586393475953,0.27541360652404645
tt0426615,2.9,8274,In the Mix,2005,3.808954820867191,-0.9089548208671911
tt0426627,5.8,3974,Stoned,2005,5.503015449080372,0.2969845509196274
tt0426883,6.9,101141,Alpha Dog,2006,6.697444549664028,0.20255545033597233
tt0426931,7.5,105532,August Rush,2007,6.2608250374756835,1.2391749625243165
tt0427089,5.7,5085,Confetti,2006,5.30743993584482,0.3925600641551803
tt0427152,5.9,103924,Dinner for Schmucks,2010,6.667470236242086,-0.7674702362420858
tt0427208,6.2,2938,Egreti Gelin,2005,6.049964215237632,0.1500357847623679
tt0427229,5.6,77326,Failure to Launch,2006,5.229348162279294,0.37065183772070576
tt0427309,7.5,57462,The Great Debaters,2007,7.105327663742164,0.3946723362578357
tt0427323,3.2,7055,Hababam Sinifi Askerde,2005,3.0844446160110905,0.11555538398890963
tt0427327,6.7,123984,Hairspray,2007,6.42881082945406,0.2711891705459406
tt0427339,7.0,4698,"Hawaii, Oslo",2004,7.208138059138591,-0.20813805913859085
tt0427392,5.9,76329,The Invasion,2007,6.696185699436478,-0.796185699436478
tt0427411,6.5,1069,Juhong geulshi,2004,6.506691346305326,-0.006691346305325752
tt0427461,6.2,1077,In ascolto,2006,6.266246809469366,-0.06624680946936579
tt0427470,7.0,57811,The Lookout,2007,6.620467562382213,0.37953243761778666
tt0427543,6.2,2389,A Million Little Pieces,2018,6.208877805470845,-0.008877805470844713
tt0427582,7.2,10844,El método,2005,7.129954674370087,0.07004532562991361
tt0427848,4.0,1020,Shadow: Dead Riot,2006,5.634816474133632,-1.6348164741336317
tt0427944,7.6,216544,Thank You for Smoking,2005,6.956220860958429,0.6437791390415706
tt0427954,7.1,36548,Tom yum goong,2005,6.474497160825055,0.6255028391749446
tt0427968,5.7,8582,Trust the Man,2005,6.133654122940611,-0.43365412294061123
tt0427969,6.5,33725,Hollywoodland,2006,6.1051194998829486,0.39488050011705145
tt0427998,6.0,5742,The Grand,2007,5.318931840753457,0.6810681592465428
tt0428038,7.2,3778,Sweet Land,2005,6.181075260664249,1.018924739335751
tt0428059,7.6,6052,Yazi Tura,2004,7.634141330157387,-0.03414133015738763
tt0428212,3.7,1477,All Souls Day: Dia de los Muertos,2005,4.013022502574201,-0.31302250257420106
tt0428251,4.6,9885,Venom,2005,5.136410991748452,-0.5364109917484523
tt0428390,4.6,2068,Severed,2005,4.897374750490301,-0.2973747504903015
tt0428430,6.6,2029,Crustacés & coquillages,2005,6.868308703340742,-0.2683087033407423
tt0428441,7.7,2913,The Cutting Edge: The Magic of Movie Editing,2004,6.093150665566263,1.6068493344337371
tt0428446,6.0,9977,The Darwin Awards,2006,6.774062065699944,-0.774062065699944
tt0428541,6.3,8005,Five Fingers,2006,6.333555048660772,-0.03355504866077208
tt0428579,5.5,7484,Suburban Girl,2007,6.004929830870713,-0.5049298308707133
tt0428646,4.7,2801,Hui Buh: Das Schlossgespenst,2006,5.047856832652404,-0.3478568326524041
tt0428672,7.0,1034,Fremde Haut,2005,6.971725308481373,0.028274691518626938
tt0428725,6.2,2917,Kerd ma lui,2004,5.348621899462361,0.8513781005376391
tt0428765,4.7,1542,The Legend of Lucy Keyes,2006,4.920738359914503,-0.22073835991450252
tt0428803,7.5,57144,La marche de l'empereur,2005,7.302722790499228,0.197277209500772
tt0428856,6.7,5068,La moustache,2005,6.770141520591424,-0.07014152059142376
tt0428870,8.2,22994,Nae meorisokui jiwoogae,2004,7.571333533417707,0.6286664665822919
tt0429052,6.4,1349,Saint-Jacques... La Mecque,2005,6.781598310003667,-0.3815983100036666
tt0429078,6.1,9379,Qi jian,2005,6.3419801223851175,-0.2419801223851179
tt0429095,3.6,1631,Siegfried,2005,4.2113990527530305,-0.6113990527530304
tt0429115,4.8,1376,Splinter,2006,6.549733130067918,-1.7497331300679182
tt0429153,6.0,1874,Tara Road,2005,6.0911830606909545,-0.0911830606909545
tt0429173,5.2,1044,The Tenants,2005,5.291094574899682,-0.09109457489968165
tt0429177,6.5,2358,The Thing About My Folks,2005,6.64423425085898,-0.14423425085897978
tt0429277,4.0,1066,Zyzzyx Rd,2006,5.3623932027864285,-1.3623932027864285
tt0429493,6.7,252172,The A-Team,2010,7.333977458624981,-0.6339774586249804
tt0429541,3.6,1035,Afsana Dilwalon Ka,2001,5.589151401135001,-1.9891514011350009
tt0429573,5.1,25331,An American Haunting,2005,5.10286959399349,-0.0028695939934904047
tt0429589,5.8,38255,The Ant Bully,2006,5.791940508111516,0.008059491888483983
tt0429591,5.4,40878,Aquamarine,2006,5.864755134609048,-0.4647551346090477
tt0429715,6.7,14033,The Business,2005,5.734716546799658,0.9652834532003425
tt0429727,6.7,4808,Il caimano,2006,6.897432311807959,-0.19743231180795906
tt0429743,6.2,1040,O Casamento de Romeu e Julieta,2005,6.044320906299739,0.155679093700261
tt0429898,6.4,1862,Cuore sacro,2005,6.723146852150563,-0.32314685215056294
tt0430051,6.6,7986,Elementarteilchen,2006,6.653549943906249,-0.05354994390624945
tt0430105,6.8,139891,Four Brothers,2005,6.363098346361056,0.4369016536389436
tt0430224,6.8,2435,L'enfer,2005,7.2428273565952805,-0.4428273565952807
tt0430239,4.0,2104,It Waits,2005,4.988131052003633,-0.9881310520036326
tt0430304,4.5,52782,Little Man,2006,5.2239999851123855,-0.7239999851123855
tt0430308,5.4,45481,Get Rich or Die Tryin',2005,6.4963913096668175,-1.0963913096668172
tt0430357,6.0,113639,Miami Vice,2006,6.933868696649122,-0.9338686966491219
tt0430377,7.4,1316,Muhammad: The Last Prophet,2002,6.615069735020315,0.7849302649796854
tt0430381,5.5,1776,Musafir,2004,4.764995763666803,0.7350042363331966
tt0430431,6.1,7058,One Night with the King,2006,5.929594905184702,0.17040509481529753
tt0430454,5.3,1100,El penalti más largo del mundo,2005,6.039691774632395,-0.7396917746323952
tt0430576,7.4,12357,The Secret Life of Words,2005,7.541806270490232,-0.14180627049023187
tt0430582,5.7,1790,Sejtanov ratnik,2006,6.328947977721081,-0.6289479777210811
tt0430589,4.0,1215,Shaadi Karke Phas Gaya Yaar,2006,5.738346306286626,-1.7383463062866262
tt0430634,6.4,28211,Stick It,2006,6.217977714481984,0.18202228551801625
tt0430651,7.6,9540,Survive Style 5+,2004,7.245308821992383,0.3546911780076165
tt0430674,6.0,6002,The Thief Lord,2006,6.167058163695457,-0.16705816369545712
tt0430710,7.9,2128,Udayananu Tharam,2005,8.076080324666645,-0.17608032466664447
tt0430768,6.1,2103,Wild Tigers I Have Known,2006,6.106713462198283,-0.006713462198283615
tt0430770,5.0,21106,The Women,2008,5.792329533346903,-0.7923295333469031
tt0430772,7.1,2556,Wong Gok hak yeh,2004,6.837887157775821,0.2621128422241785
tt0430779,5.7,8566,Everyone's Hero,2006,6.083219052842632,-0.383219052842632
tt0430912,4.4,38662,Basic Instinct 2,2006,5.3535446783072755,-0.9535446783072752
tt0430916,7.1,1377,Beautiful Losers,2008,5.95411513314157,1.14588486685843
tt0430919,6.0,3738,The Best Man,2005,6.522493367879811,-0.5224933678798109
tt0430922,6.8,225319,Role Models,2008,6.618779979921877,0.18122002007812288
tt0431021,5.9,58818,The Possession,2012,5.638597821615933,0.261402178384067
tt0431197,7.0,122939,The Kingdom,2007,6.5926171428668034,0.40738285713319655
tt0431213,6.7,4326,Lassie,2005,7.138398140227107,-0.43839814022710666
tt0431265,3.6,1293,Metamorphosis,2007,3.898288690496657,-0.29828869049665707
tt0431308,7.0,204498,P.S. I Love You,2007,6.573559306718902,0.4264406932810978
tt0431417,6.0,1057,Steget efter,2005,6.227493892223575,-0.22749389222357497
tt0431619,7.8,6023,Arya,2004,8.036518065521946,-0.23651806552194632
tt0431641,6.3,5501,Azumi 2: Death or Love,2005,6.1894264402683685,0.1105735597316313
tt0431975,6.1,1356,Peindre ou faire l'amour,2005,6.202566758779831,-0.10256675877983135
tt0431979,7.0,2494,Le petit lieutenant,2005,7.115959733565251,-0.11595973356525136
tt0432021,6.2,188945,Resident Evil: Extinction,2007,5.716659319455316,0.4833406805446838
tt0432047,7.6,16350,Sarkar,2005,6.136819950177933,1.4631800498220668
tt0432090,5.8,1115,Bunny,2005,6.3004460303715275,-0.5004460303715277
tt0432260,6.3,1798,Brothers of the Head,2005,6.7142838921423085,-0.41428389214230865
tt0432264,6.4,1925,Clubland,2007,5.688714248745875,0.7112857512541257
tt0432267,5.0,2180,The Cutter,2005,4.9855377921912645,0.014462207808735528
tt0432283,7.9,212674,Fantastic Mr. Fox,2009,7.7189063368352455,0.18109366316475484
tt0432289,6.2,8046,First Snow,2006,5.94155195750996,0.2584480424900404
tt0432291,3.7,36132,The Fog,2005,4.527931855420887,-0.8279318554208865
tt0432314,6.1,4562,Leningrad,2009,6.206583835930412,-0.10658383593041254
tt0432318,5.5,2469,Live Free or Die,2006,5.347498846544319,0.15250115345568105
tt0432348,6.6,242124,Saw II,2005,6.081030627095942,0.5189693729040572
tt0432402,6.4,21232,Factory Girl,2006,5.263907964719569,1.1360920352804316
tt0432637,6.4,19805,Krrish,2006,6.375079841877348,0.02492015812265258
tt0432972,6.7,3430,Mørke,2005,6.310307120551252,0.38969287944874775
tt0433028,6.2,1059,"Quo Vadis, Baby?",2005,6.3285377984715225,-0.12853779847152236
tt0433035,7.0,310684,Real Steel,2011,6.919210911504772,0.08078908849522826
tt0433116,5.4,3260,Looking for Comedy in the Muslim World,2005,5.369536833027489,0.030463166972511502
tt0433350,6.8,5648,Boy Culture,2006,6.21375271323145,0.5862472867685495
tt0433362,6.4,125320,Daybreakers,2009,6.161790007833165,0.23820999216683525
tt0433383,7.4,96120,"Good Night, and Good Luck.",2005,6.647450969024578,0.7525490309754224
tt0433386,5.1,48432,The Grudge 2,2006,5.028459620247322,0.07154037975267791
tt0433387,6.9,64557,Harsh Times,2005,6.703939006513206,0.1960609934867943
tt0433400,6.2,110908,Just Friends,2005,5.81044587365736,0.38955412634263986
tt0433405,6.5,3651,Land of the Blind,2006,6.229945516491604,0.270054483508396
tt0433412,4.0,22013,Material Girls,2006,3.6144894443609608,0.38551055563903924
tt0433416,7.5,20115,The Namesake,2006,7.206747367297015,0.29325263270298496
tt0433425,7.6,1416,Parzania,2005,6.345959498883762,1.2540405011162372
tt0433442,4.7,11864,The Return,2006,5.9773575817531395,-1.2773575817531393
tt0433686,6.9,1522,Nachtrit,2006,7.268477914899743,-0.368477914899743
tt0433963,4.6,6245,Dark Ride,2006,5.346418063380181,-0.7464180633801814
tt0434008,7.1,9937,Hak se wooi,2005,6.884708048689867,0.21529195131013257
tt0434124,7.1,19166,Kinky Boots,2005,6.634964822283994,0.4650351777160058
tt0434139,6.4,41405,The Last Kiss,2006,6.039107661889653,0.3608923381103475
tt0434179,6.1,5168,Marebito,2004,6.306368733445159,-0.20636873344515916
tt0434215,6.1,7781,Flicka,2006,6.489616182372819,-0.38961618237281925
tt0434292,7.0,5030,Princesas,2005,6.726260804505964,0.273739195494036
tt0434304,6.5,2117,Reinas,2005,6.450386370194791,0.04961362980520878
tt0434382,6.7,2609,Tapas,2005,6.572625577035577,0.12737442296442314
tt0434409,8.1,1067154,V for Vendetta,2005,6.964038973007118,1.1359610269928817
tt0434424,4.3,2841,Undiscovered,2005,5.417226539188411,-1.1172265391884109
tt0434541,4.6,2186,Macbeth,2006,5.222942666061574,-0.622942666061574
tt0434762,6.0,2487,Sei mong se jun,2004,5.821559534220798,0.17844046577920203
tt0435026,6.1,1906,Jing mo gaa ting,2005,5.72535787711632,0.3746421228836798
tt0435286,6.1,3718,Gekijouban Poketto monsutâ Adobansu jenerêshon: Rekkuu no houmonsha Deokishisu,2004,6.437745318452199,-0.3377453184521997
tt0435434,7.5,3840,Suwingu gâruzu,2004,7.606783128488544,-0.10678312848854432
tt0435437,4.5,2932,Taarzan: The Wonder Car,2004,5.910996767563595,-1.4109967675635948
tt0435479,6.4,1932,Gabrielle,2005,6.274868458593458,0.12513154140654237
tt0435528,5.7,9406,Whisper,2007,5.22926569187469,0.47073430812531036
tt0435623,7.0,12366,Conversations with Other Women,2005,6.4435495569386125,0.5564504430613875
tt0435625,7.2,211069,The Descent,2005,5.388452528608058,1.8115474713919424
tt0435631,4.3,1147,Demon Hunter,2005,4.80232167998346,-0.50232167998346
tt0435651,6.5,115306,The Giver,2014,7.1478247901477046,-0.6478247901477046
tt0435653,5.5,9574,The Gravedancers,2006,5.016690997654628,0.4833090023453721
tt0435670,6.2,35249,The Invisible,2007,5.353685540783527,0.8463144592164733
tt0435679,7.4,35902,Keith,2008,5.471197911484687,1.9288020885153134
tt0435680,6.8,18672,Kidulthood,2006,5.915382862392379,0.8846171376076208
tt0435687,6.2,5538,The League of Gentlemen's Apocalypse,2005,6.190334489952684,0.009665510047316417
tt0435696,5.6,3766,The Mechanik,2005,4.740002856211678,0.8599971437883216
tt0435705,6.2,153892,Next,2007,6.238679111437099,-0.03867911143709879
tt0435706,6.3,2152,Nina's Heavenly Delights,2006,6.4066575995096455,-0.1066575995096457
tt0435761,8.2,786918,Toy Story 3,2010,7.667182874481413,0.5328171255185863
tt0435770,5.1,2662,The Visitation,2006,4.5130371077357685,0.5869628922642312
tt0436194,7.4,6299,Courage & Stupidity,2005,6.925361640713034,0.47463835928696607
tt0436262,5.6,4607,Ellie Parker,2005,6.0398327608613265,-0.43983276086132683
tt0436331,5.8,28990,Friends with Money,2006,6.072146738698895,-0.27214673869889516
tt0436339,5.1,44650,G-Force,2009,5.828757651751005,-0.728757651751005
tt0436364,6.2,7265,Good,2008,5.618137794112537,0.5818622058874627
tt0436374,6.8,5746,El habitante incierto,2004,7.295491899984922,-0.4954918999849225
